'level1';'level2';'level3';'filter0';'filter1';'Data[0]';'Data[1]';'Data[2]';'Data[3]'
'ขอนแก่น';'แวงใหญ่';'โนนทอง';'102450';'100000';'บ้านหนองแซงแสงอรุณ';'น้ำท่วมอาคารเรียน พื้นเสียหาย ';'1 หลัง  1 แห่ง';'ปรับปรุงซ่อมแซมอาคารเรียนแบบ สปช.105/29 งานพื้น เทพื้น ค.ศ.ล. ความหนา 10 ซม. 330 ตร.ม.กว้าง 10 ม. ยาว 33 ม. เสริมเหล็กตะแกรงสำเร็จรูป '
'ขอนแก่น';'มัญจาคีรี';'กุดเค้า';'102450';'100000';'บ้านโจดใหญ่';'น้ำท่วมโรงเรียน อาคารเรียนพื้น เสียหาย ';'1 หลัง';'ปรับปรุงซ่อมแซมอาคารเรียนแบบ สปช.102/26 งานปูกระเบื้อง ปูกระเบื้องเคลือบขนาด 12*12 198ตร.ม.'
'ขอนแก่น';'น้ำพอง';'วังชัย';'307350';'300000';'บ้านสร้างแซ่งวังถั่ว';'น้ำท่วมโรงเรียน อาคารเรียน เสียหาย ';'1 หลัง';'ปูพื้นกระเบื้อง เปลี่ยนบานประตู หน้าต่าง ทาสีอาคารเรียน'
'ขอนแก่น';'น้ำพอง';'บัวใหญ่';'621872';'607000';'ชุมชนบ้านบัวใหญ่';'น้ำท่วมโรงเรียน อาคารเรียน  เสียหาย ';'1 หลัง';'เปลี่ยนพื้นไม้   ไม้ตง   เปลี่ยนบานประตู ทาสีอาคารเรียน'
'ขอนแก่น';'น้ำพอง';'บ้านขาม';'449756';'439000';'บ้านเหล่าใหญ่ประชานุกูล';'น้ำท่วมโรงเรียน อาคารอเนกประสงค์  เสียหาย ';'1 หลัง';'ปูพื้นกระเบื้อง   เปลี่ยนบานประตูเหล็กม้วน  ทาสีอาคารอเนกประสงค์'
'ขอนแก่น';'น้ำพอง';'ท่ากระเสริม';'102450';'100000';'บ้านท่ากระเสริม';'น้ำท่วมโรงเรียน ถนน   เสียหาย ';'1 หลัง';'ปรับปรุงถนนคอนกรีตเสริมเหล็ก เปลี่ยนบานประตู ทาสีอาคารเรียน เปลี่ยนบานประตู ทาสีส้วม'
'ขอนแก่น';'น้ำพอง';'ท่ากระเสริม';'300179';'293000';'บ้านท่ามะเดื่อ';'น้ำท่วมโรงเรียน อาคารเรียน ส้วม โรงอาหาร  เสียหาย ';'1 หลัง';'เปลี่ยนบานประตู ทาสี อาคารเรียน,  เปลี่ยนบานประตู ทาสี โรงอาหารเปลี่ยนบานประตู ทาสีส้วม'
'ขอนแก่น';'น้ำพอง';'ท่ากระเสริม';'307350';'300000';'บ้านกุดพังเครือ';'น้ำท่วมอาคารเรียน เสียหาย 2 หลัง';'1 หลัง';'เปลี่ยนบานประตู หน้าต่าง เปลี่ยนแผงลวดตาข่าย ทาสีอาคารเรียน  ปรับปรุงรั้วลวดหนาม'
'ขอนแก่น';'น้ำพอง';'กุดน้ำใส';'102450';'100000';'บ้านกุดกว้าง';'น้ำท่วมโรงเรียน อาคารเรียน  เสียหาย ';'1 หลัง';'เปลี่ยนบานประตู ทาสีอาคารเรียน'
'ขอนแก่น';'กระนวน';'หนองกุงใหญ่';'102450';'100000';'บ้านเวียงแก้ว';'น้ำท่วมโรงเรียน รั้ว เสียหาย ';'1 แห่ง';'ปรับปรุงรั้วคอนกรีต'
'ขอนแก่น';'กระนวน';'น้ำอ้อม';'533765';'521000';'ชุมชนน้ำอ้อม';'น้ำท่วมโรงเรียน อาคารเรียน  เสียหาย ';'1 หลัง';'เปลี่ยนพื้นไม้  ตง ผนังอาคาร แผงลวดตาข่าย เปลี่ยนบานประตูหน้าต่าง ทาสีอาคารเรียน'
'ขอนแก่น';'มัญจาคีรี';'กุดเค้า';'621872';'607000';'ชุมชนบ้านบัวใหญ่';'น้ำท่วมโรงเรียน อาคารเรียน  เสียหาย ';'1 หลัง';'เปลี่ยนพื้นไม้   ไม้ตง   เปลี่ยนบานประตู ทาสีอาคารเรียน'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'บึงน้ำรักษ์';'656705';'641000';'สกุลดีประชาสรรค์';'ลานกีฬา ถนน น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ปรับปรุงลานกีฬา สนามที่ 1 เทพื้นคสล.176 ตรม. สนามที่ 2 เทพื้น คสล.378 ตรม./ปรับปรุงถนน 2 สาย สายที่ 1 เทพื้น คสล.245 ตรม.สายที่ 2 เทพื้น คสล.180 ตรม.ทาสีอาคารเรียน 2,000 ตรม.'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'บึงน้ำรักษ์';'525364';'512800';'สุเหร่าคลองหกวา';'ท่อระบายน้ำคสล. ส้วม น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ถมหินคลุกบริเวณร.ร.346 ลบม./ขูดสีผนัง 100 ตรม.,ทาสีพลาสติก 1,500 ตรม./ท่อระบายน้ำคสล.306 ม./เดินท่อโสโครกโถส้วมมีที่พัก 10 จุด/เปลี่ยนครุภัณฑ์ส้วม 10 ชุด'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'บึงน้ำรักษ์';'1291895';'1261000';'สุเหร่าดารุลนาอีม';'อาคารโรงอหาร ทางเท้าน้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ปรับสนามหน้าอาคาร เทพื้น คสล.900 ตรม. ถมทราย 180 ลบม./ปรับพื้นโรงอาหาร เทพื้น คสล. 50 ตรม. ถมทราย5 ลบม./ปรับพื้นทางเท้า เทพื้น คสล.36 ตรม.ถมทราย 7.2 ลบม./ปรับพื้นหน้าอาคาร ถมหินคลุก 192 ลบม./ปรับพื้นหน้าอาคารเรียน เทพื้น คสล.108 ตรม./ปรับพื้นหน้าอาคารเรียน ถมหินคลุก 192 ลบม./ปรับพื้นอาคารเรียน ถมทราย 504 ลบม. เทพื้น คสล. 54 ตรม./ปรับพื้นหลังอาคารเรียน ถมทราย 225 ตรม.เทพื้น คสล. 90 ตรม.สร้างรั้วกันน้ำ สูง 90 ม'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'ดอนเกาะกา';'553128';'539900';'บ้านบึงพระอาจารย์';'อาคารเรียน พื้น สนามเด็กเล่นน้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ปรับซ่อมแซมอาคารเรียน เทพื้น คสล.380 ตรม.,เทพื้น คสล.ทางเท้า 77 ตรม./อาคารเอนกประสงค์ เทพื้น คสล.120 ตรม.,เทพื้น คสล.ทางเท้า 44 ตรม./สนามเด็กเล่น ปรับพื้น 200 ตรม.,ปูอิฐพื้น 200 ตรม./เทพื้นคสล.สนามวอลเลย์ 150ตรม. เทพื้น คสล.ทางเท้า 150 ตรม.'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'โยธะกา';'377016';'368000';'วัดบางไทร';'น้ำท่วมอาคารเรียน สนาม เสียหาย';'1 หลัง  1 แห่ง';' - ถมดินสนาม 3,000 ลบม.,เปลี่ยนหลังคากระเบื้อง 228 ตรม./ทาสีอาคารสีน้ำกึ่งเงา 550 ตรม.สีน้ำ 850 ตรม.สีน้ำมัน 140 ตรม.'
'ฉะเชิงเทรา';'บางน้ำเปรี้ยว';'ดอนฉิมพลี';'1243948';'1214200';'สุเหร่าดอนกลาง';'พื้นคสล. และบริเวณรอบโรงเรียน น้ำท่วมเสียหาย';'1 แห่ง';' - ถมทรายสนาม 1,600 ลบม.,ปลูกหญ้าสนาม 3,400 ตรม.,ปูตัวหนอนทางเท้า 363 ตรม.,เทพื้น คสล.ถนน 725 ตรม.เทพื้น คสล.หลังอาคารเรียน 192.40 ตรม.,เทพื้นคสล.หน้าอาคารเรียน 96.60 ตรม.,เทพื้น คสล.โรงอาหาร 117 ตรม.'
